,Source,Date,Positive Score,Negative Score,Neutral Score,Compounded Score,Text
403,The New York Times,Mon Mar 05 08:12:05 +0000 2018,0.0,0.14,0.86,-0.4158,Rita Moreno wore her 1962 Oscars dress to the 2018 Oscars. Recycling has never looked more elegant. https://t.co/1U0AWTyBKj
404,The New York Times,Mon Mar 05 07:54:44 +0000 2018,0.0,0.115,0.885,-0.3535,"The Oscars really wanted to avoid another ""La La Land"" mix-up. Just look at the font on the envelopes. https://t.co/JlNYO6Qdis"
405,The New York Times,Mon Mar 05 07:38:10 +0000 2018,0.235,0.124,0.641,0.4131,"""It’s really easy to play into this narrative that millennials are doing everything wrong and they’re not planning,… https://t.co/pS00Xh3ku4"
406,The New York Times,Mon Mar 05 07:21:17 +0000 2018,0.0,0.079,0.921,-0.1406,"""One wrestler provoked me by leaving a comment on my Instagram, but when I later wrestled him in a state tournament… https://t.co/82KeWiuSKj"
407,The New York Times,Mon Mar 05 07:04:04 +0000 2018,0.0,0.0,1.0,0.0,Photos from the Oscars red carpet https://t.co/ziMJ9H5Qk7 https://t.co/dU4d0BcRKY
408,The New York Times,Mon Mar 05 06:40:22 +0000 2018,0.0,0.104,0.896,-0.296,The pressure is mounting on Nigerian President Muhammadu Buhari to step down after his first term expires next year https://t.co/3PjU4OuzDs
409,The New York Times,Mon Mar 05 06:25:09 +0000 2018,0.231,0.0,0.769,0.6597,"Fashion played an anonymous role at the 2018 Academy Awards so that the people, namely the women, could shine https://t.co/TgTgUfsr7A"
410,The New York Times,Mon Mar 05 05:55:38 +0000 2018,0.0,0.0,1.0,0.0,Critic’s Notebook: Some Self-Examination Among the Oscars’ Self-Celebration https://t.co/Va71mQM06d
411,The New York Times,Mon Mar 05 05:49:19 +0000 2018,0.0,0.0,1.0,0.0,"RT @caraNYT: ""Am I about to auctioned off right now?"" Jordan Peele, facing a sea of journalists backstage at the Oscars: We raise numbers,…"
412,The New York Times,Mon Mar 05 05:43:02 +0000 2018,0.231,0.0,0.769,0.4019,"For Roger Deakins, the 14th time was the charm https://t.co/fbSsBGx17O"
413,The New York Times,Mon Mar 05 05:37:24 +0000 2018,0.0,0.0,1.0,0.0,South Korean Envoys Fly to North Korea to Meet Kim Jong-un https://t.co/DA6h9wOuNa
414,The New York Times,Mon Mar 05 05:28:03 +0000 2018,0.0,0.0,1.0,0.0,Europe saw Xi Jinping as a hedge against President Trump. Not anymore. https://t.co/rOWT9J3gIx
415,The New York Times,Mon Mar 05 05:13:06 +0000 2018,0.0,0.0,1.0,0.0,"Is it too early to nominate Tiffany Haddish and Maya Rudolph for hosts of the 2019 Oscars?
 https://t.co/6L9Y5t0oM9"
416,The New York Times,Mon Mar 05 05:03:03 +0000 2018,0.0,0.0,1.0,0.0,"The Oscars ""offered a little more self-examination than usual among the self-congratulation,"" @poniewozik writes https://t.co/5fC5PkW1ZP"
417,The New York Times,Mon Mar 05 04:57:21 +0000 2018,0.0,0.0,1.0,0.0,RT @emilysteel: Frances McDormand to all the women nominees she asked to stand: We all have stories we need to tell and projects we need fi…
418,The New York Times,Mon Mar 05 04:53:15 +0000 2018,0.0,0.0,1.0,0.0,"RT @jodikantor: The most striking thing, here in the room, about watching the female nominees stand? There were so few of them."
419,The New York Times,Mon Mar 05 04:48:32 +0000 2018,0.256,0.0,0.744,0.4767,The complete list of winners at the 2018 Oscars https://t.co/rkHd3M7w0K
420,The New York Times,Mon Mar 05 04:47:35 +0000 2018,0.0,0.0,1.0,0.0,[waiting to see if Jimmy Kimmel comes out with a correction before we tweet anything more definitive] https://t.co/Sv97JbSs7c
421,The New York Times,Mon Mar 05 04:46:12 +0000 2018,0.0,0.115,0.885,-0.3535,"The Oscars really wanted to avoid another ""La La Land"" mix-up. Just look at the font on the envelopes. https://t.co/ZwaxNsPivd"
422,The New York Times,Mon Mar 05 04:45:52 +0000 2018,0.441,0.0,0.559,0.836,"""The Shape of Water"" just won best picture at the Oscars https://t.co/K7OJou3PQJ"
423,The New York Times,Mon Mar 05 04:40:37 +0000 2018,0.171,0.0,0.829,0.4767,"A running list of Oscar winners so far, including Frances McDormand, Allison Janney and Jordan Peele https://t.co/24siS9Imb5"
424,The New York Times,Mon Mar 05 04:37:29 +0000 2018,0.0,0.0,1.0,0.0,"Frances McDormand, after asking female Oscar nominees to stand: ""Look around, ladies and gentlemen, because we all… https://t.co/iWsTXQk0f2"
425,The New York Times,Mon Mar 05 04:34:38 +0000 2018,0.112,0.0,0.888,0.34,"“Ms. McDormand certainly makes the most of the tirade machine Mr. McDonagh has built for her”
—@Wesley_Morris, on “… https://t.co/BbR37H41pM"
426,The New York Times,Mon Mar 05 04:33:49 +0000 2018,0.0,0.0,1.0,0.0,"At 60, Frances McDormand has become an unconventional star. From @nytmag in 2017: https://t.co/KtEJo7wuYb"
427,The New York Times,Mon Mar 05 04:24:40 +0000 2018,0.156,0.0,0.844,0.5719,"Gary Oldman, who just won an Oscar for his role in “Darkest Hour”: “The Churchill I saw and I discovered had charm” https://t.co/hSrz2qqlif"
428,The New York Times,Mon Mar 05 04:20:34 +0000 2018,0.118,0.0,0.882,0.4215,"“The changes we are witnessing are being driven by the powerful sound of new voices, of different voices, of our vo… https://t.co/EYUsEUVMz1"
429,The New York Times,Mon Mar 05 04:14:52 +0000 2018,0.361,0.0,0.639,0.836,"Guillermo del Toro just won the Oscar for best director for ""The Shape of Water"" https://t.co/XU6Jaq9qNi"
430,The New York Times,Mon Mar 05 04:07:54 +0000 2018,0.108,0.14,0.753,-0.1531,"The State Department was granted $120 million to fight Russian meddling. It has spent $0.
https://t.co/NOjspSCl51"
431,The New York Times,Mon Mar 05 04:04:11 +0000 2018,0.224,0.074,0.702,0.6705,"RT @nytimesES: 🎶 “Recuérdame hoy me tengo que ir mi amor
Recuérdame, no llores por favor
Te llevo en mi corazón y cerca me tendrás
A solas…"
432,The New York Times,Mon Mar 05 04:02:01 +0000 2018,0.394,0.0,0.606,0.7579,Reminder: The best song Oscars category has always been a curious creature https://t.co/bEmmTNirny
433,The New York Times,Mon Mar 05 03:56:46 +0000 2018,0.237,0.0,0.763,0.4767,"A running list of Oscar winners so far, including Jordan Peele https://t.co/Pqxci8UTEe"
434,The New York Times,Mon Mar 05 03:50:48 +0000 2018,0.283,0.0,0.717,0.836,"RT @nytimesarts: Roger Deakins wins the Oscar for best cinematography for ""Blade Runner 2049."" Here's where to stream his past work: https:…"
435,The New York Times,Mon Mar 05 03:49:27 +0000 2018,0.209,0.0,0.791,0.5719,"Roger Deakins was nominated 14 times for an Oscar. This year, he finally won. https://t.co/gvAxmq4EZf"
436,The New York Times,Mon Mar 05 03:45:52 +0000 2018,0.0,0.0,1.0,0.0,"In a piece for @NYTStyles, Barbra Streisand explains why she cloned her dog https://t.co/pttn4vZKa2"
437,The New York Times,Mon Mar 05 03:44:54 +0000 2018,0.0,0.156,0.844,-0.5719,"""Get Out"" is the latest horror film to receive Oscar nominations. But the Academy hasn't always shown a lot of love… https://t.co/TtM1y5ieJG"
438,The New York Times,Mon Mar 05 03:37:06 +0000 2018,0.0,0.0,1.0,0.0,"""Get Out"" almost didn’t get made, because its writer and director Jordan Peele figured it couldn't happen. He just… https://t.co/pwQGegOJ7r"
439,The New York Times,Mon Mar 05 03:33:51 +0000 2018,0.317,0.0,0.683,0.836,"The NYT review of ""Call Me By Your Name,"" which just won the Oscar for best adapted screenplay:… https://t.co/EX04KYeu1g"
440,The New York Times,Mon Mar 05 03:31:00 +0000 2018,0.0,0.081,0.919,-0.128,Insiders believe that efforts to diversify the Academy's overwhelmingly white and male membership are starting to h… https://t.co/O2YIS7NxFX
441,The New York Times,Mon Mar 05 03:28:36 +0000 2018,0.0,0.0,1.0,0.0,"Salma Hayek, writing an op-ed in @nytopinion, was among them: https://t.co/1grp0TmpO5"
442,The New York Times,Mon Mar 05 03:27:26 +0000 2018,0.0,0.0,1.0,0.0,"In the aftermath, dozens of women in Hollywood came forward to tell their stories: https://t.co/UlXorq6xqr"
443,The New York Times,Mon Mar 05 03:26:32 +0000 2018,0.0,0.212,0.788,-0.5423,A Times investigation chronicled a history of sexual harassment allegations against Harvey Weinstein and settlement… https://t.co/mVmBvgtw6v
444,The New York Times,Mon Mar 05 03:15:54 +0000 2018,0.0,0.0,1.0,0.0,"""So Tiffany and Maya should actually be hosting this show,"" @jessicabennett says https://t.co/VqikekAV3V"
445,The New York Times,Mon Mar 05 03:14:03 +0000 2018,0.231,0.0,0.769,0.6597,"Fashion played an anonymous role at the 2018 Academy Awards so that the people, namely the women, could shine https://t.co/2urraEmQbz"
446,The New York Times,Mon Mar 05 03:08:27 +0000 2018,0.0,0.0,1.0,0.0,"So, this is happening https://t.co/UROe6X4RkE"
447,The New York Times,Mon Mar 05 03:01:43 +0000 2018,0.239,0.0,0.761,0.5719,"""I’m starting to wonder about “Dunkirk” and its chances. They might be better than we think."" https://t.co/ExaRhTk9ey"
448,The New York Times,Mon Mar 05 02:47:29 +0000 2018,0.0,0.11,0.89,-0.3535,"The Oscars are really trying to avoid another ""La La Land"" mix-up. Just look at the font on the envelopes. https://t.co/30brOyL9Mg"
449,The New York Times,Mon Mar 05 02:40:55 +0000 2018,0.223,0.0,0.777,0.3182,"How Pixar made sure ""Coco"" was culturally conscious https://t.co/o5Jxz5D6xE"
450,The New York Times,Mon Mar 05 02:39:32 +0000 2018,0.256,0.0,0.744,0.836,"RT @nytimesarts: It was Kobe Bryant's idea to turn his poem about retiring from basketball into a movie, which just won an Oscar for best a…"
451,The New York Times,Mon Mar 05 02:37:38 +0000 2018,0.0,0.0,1.0,0.0,Didn't see the animated short films nominated for an Oscar? Here's our review. https://t.co/VOmEggpgjp
452,The New York Times,Mon Mar 05 02:34:03 +0000 2018,0.237,0.0,0.763,0.4767,"A running list of Oscar winners so far, including Allison Janney https://t.co/aPtd1gA2fA"
453,The New York Times,Mon Mar 05 02:29:35 +0000 2018,0.15,0.202,0.648,-0.0772,"Allison Janney just won an Oscar for ""I, Tonya."" She channeled her harsh inner critic to get it. https://t.co/9sSfGvd3c9"
454,The New York Times,Mon Mar 05 02:26:23 +0000 2018,0.511,0.0,0.489,0.91,"RT @nytimesarts: ""A Fantastic Woman"" wins the Oscar for best foreign language film https://t.co/qKGSiyMvSR"
455,The New York Times,Mon Mar 05 02:22:25 +0000 2018,0.0,0.0,1.0,0.0,The dress Rita Moreno is wearing is the one she wore to the 1962 Oscars https://t.co/HwnlIegG7I
456,The New York Times,Mon Mar 05 02:22:03 +0000 2018,0.0,0.0,1.0,0.0,"A full transcript of Jimmy Kimmel's Oscars monologue, which threw barbs at Harvey Weinstein https://t.co/Ny8SOSx0qB"
457,The New York Times,Mon Mar 05 02:14:59 +0000 2018,0.0,0.0,1.0,0.0,"RT @mairalg: So much about ""Coco"" was memorable to me because it was my life. Many of our readers felt the same way. https://t.co/42N3GEBYHn"
458,The New York Times,Mon Mar 05 02:10:49 +0000 2018,0.0,0.0,1.0,0.0,"How ""The Shape of Water"" became the film to beat at the Oscars https://t.co/kGoV2weI8l"
459,The New York Times,Mon Mar 05 02:09:45 +0000 2018,0.0,0.0,1.0,0.0,"Kumail Nanjiani at the Oscars: ""To all the Dreamers out there, we stand with you"" https://t.co/xdGbydTJKP"
460,The New York Times,Mon Mar 05 02:07:10 +0000 2018,0.122,0.133,0.745,-0.0772,"Watching the Oscars? So are we. Get our reporters' takes on the winners and losers, the movies and Hollywood after… https://t.co/ZBkn0KjK18"
461,The New York Times,Mon Mar 05 02:01:35 +0000 2018,0.308,0.0,0.692,0.8402,"RT @nytimesarts: Gregg Landaker, Gary A. Rizzo and Mark Weingarten win the Oscar for best sound mixing for ""Dunkirk"" https://t.co/uLTfeULZ9q"
462,The New York Times,Mon Mar 05 01:57:15 +0000 2018,0.0,0.0,1.0,0.0,Don't know the difference between sound editing and sound mixing? We've got you. https://t.co/5tXImj8CPe
463,The New York Times,Mon Mar 05 01:54:58 +0000 2018,0.219,0.0,0.781,0.6369,What to read about the Best Picture nominees in case you're not into this montage https://t.co/IHhypzTVUn
464,The New York Times,Mon Mar 05 01:51:43 +0000 2018,0.0,0.0,1.0,0.0,"""Wakanda forever.""
Our photos from the Oscars red carpet: https://t.co/u4VheQNcZr https://t.co/cBPnrv2xnX"
465,The New York Times,Mon Mar 05 01:42:03 +0000 2018,0.307,0.0,0.693,0.4767,A running list of Oscar winners so far https://t.co/8EigrPiAfe
466,The New York Times,Mon Mar 05 01:41:00 +0000 2018,0.378,0.0,0.622,0.836,"The NYT review of ""Icarus,"" which just won the Oscar for best documentary feature https://t.co/z6Kvzg2Dt6"
467,The New York Times,Mon Mar 05 01:32:14 +0000 2018,0.0,0.14,0.86,-0.4158,Rita Moreno wore her 1962 Oscars dress to the 2018 Oscars. Recycling has never looked more elegant. https://t.co/NUCvQT2KWG
468,The New York Times,Mon Mar 05 01:30:28 +0000 2018,0.0,0.101,0.899,-0.3321,"RT @caraNYT: “ I think more women are being believed. I think more men are nervous. I think things will really be different now, don’t you?…"
469,The New York Times,Mon Mar 05 01:22:03 +0000 2018,0.126,0.0,0.874,0.4389,The E! red carpet show steered clear of politics. ABC’s asked Mira Sorvino and Ashley Judd about the #MeToo movemen… https://t.co/odCMJkCqDk
470,The New York Times,Mon Mar 05 01:20:29 +0000 2018,0.372,0.0,0.628,0.8271,Congratulations to one New York Times commenter on his son's win at the Oscars https://t.co/PFcjkVcTPq
471,The New York Times,Mon Mar 05 01:18:15 +0000 2018,0.123,0.128,0.749,-0.0258,"Sam Rockwell, on criticism of his Oscar-winning role in ""Three Billboards"": ""Whenever a movie is popular and it is… https://t.co/Zocev3TPwn"
472,The New York Times,Mon Mar 05 01:10:32 +0000 2018,0.198,0.0,0.802,0.6369,"In the past 30 years, only 4 movies were named Best Picture while topping the box office charts https://t.co/lZVbC2G2wj"
473,The New York Times,Mon Mar 05 01:09:06 +0000 2018,0.0,0.0,1.0,0.0,What @Wesley_Morris is watching for at this year's Oscars ceremony  https://t.co/NFvp3uJc22 https://t.co/kW0QJ2xul7
474,The New York Times,Mon Mar 05 01:07:51 +0000 2018,0.181,0.0,0.819,0.6369,"As Jimmy Kimmel just mentioned, Rachel Morrison is the first woman to receive an Oscar nomination for best cinemato… https://t.co/ku1E9sMVhc"
475,The New York Times,Mon Mar 05 01:06:24 +0000 2018,0.0,0.118,0.882,-0.25,Harvey Weinstein was expelled from the Academy of Motion Picture Arts and Sciences in October https://t.co/c5TPynYaEq
476,The New York Times,Mon Mar 05 01:06:19 +0000 2018,0.0,0.0,1.0,0.0,"RT @samdolnick: The Oscars, and Hollywood in general, is different this year because of @jodikantor and @AshleyJudd and @mega2e https://t.c…"
477,The New York Times,Mon Mar 05 01:01:07 +0000 2018,0.122,0.133,0.745,-0.0772,"Watching the Oscars? So are we. Get our reporters' takes on the winners and losers, the movies and Hollywood after… https://t.co/HCdqpE4OwW"
478,The New York Times,Mon Mar 05 00:55:04 +0000 2018,0.0,0.0,1.0,0.0,"Before the Oscars, we asked the stars about the #MeToo movement. Here's how they responded. https://t.co/pYPCz2f6rw"
479,The New York Times,Mon Mar 05 00:52:25 +0000 2018,0.0,0.207,0.793,-0.7184,RT @caraNYT: “It’s gotta become part of our lives. That women should no longer be in silence about sexual assault. And we need to encourage…
480,The New York Times,Mon Mar 05 00:46:19 +0000 2018,0.095,0.0,0.905,0.25,"In Opinion 

Op-Ed columnist @FrankBruni: ""The affliction that stole my vision, or at least a big chunk of it, did… https://t.co/UuWjH739Cn"
481,The New York Times,Mon Mar 05 00:36:02 +0000 2018,0.0,0.0,1.0,0.0,Our reporters are on the red carpet. Here's what they're seeing and hearing. https://t.co/0a03nDO4z8
482,The New York Times,Mon Mar 05 00:29:26 +0000 2018,0.074,0.0,0.926,0.1901,"RT @caraNYT: “I’ve been a feminist for many years, and slowly it moves. It’s like a tempest, but with results. The men are changing, slowly…"
483,The New York Times,Mon Mar 05 00:28:00 +0000 2018,0.0,0.0,1.0,0.0,"How ""The Shape of Water"" became the film to beat at the Oscars https://t.co/LOMW6YQemX"
484,The New York Times,Mon Mar 05 00:18:25 +0000 2018,0.0,0.0,1.0,0.0,The latest photos from the Oscars red carpet https://t.co/yZKpetDZQi https://t.co/f1Mm2NY8vj
485,The New York Times,Mon Mar 05 00:10:47 +0000 2018,0.0,0.0,1.0,0.0,"After the nor'easter, power is still out for hundreds of thousands of people https://t.co/4oaD4sLaTA"
486,The New York Times,Mon Mar 05 00:07:20 +0000 2018,0.0,0.0,1.0,0.0,"Adam Rippon wore a harness to the Oscars, breaking the red carpet mold https://t.co/scfsHVE8Jh https://t.co/lWEltz0C0p"
487,The New York Times,Mon Mar 05 00:03:41 +0000 2018,0.0,0.205,0.795,-0.5994,Mary J. Blige's marriage was falling apart when she got a role in “Mudbound.” She poured her pain into the performa… https://t.co/vbz4BOTGKK
488,The New York Times,Sun Mar 04 23:54:07 +0000 2018,0.0,0.0,1.0,0.0,RT @nytimesarts: Three of Harvey Weinstein's accusers will present at the Oscars. Will they say anything about him or #metoo? https://t.co/…
489,The New York Times,Sun Mar 04 23:52:34 +0000 2018,0.0,0.0,1.0,0.0,Follow @NYTStyles and @NYTFashion for the latest photos from the #Oscars red carpet. https://t.co/yqLjYRJ5St
490,The New York Times,Sun Mar 04 23:52:03 +0000 2018,0.213,0.0,0.787,0.5859,Who should win at the 2018 Oscars? There's still time to cast your ballot. https://t.co/6R8JBkihwb
491,The New York Times,Sun Mar 04 23:50:03 +0000 2018,0.0,0.0,1.0,0.0,"RT @jodikantor: A thought for Oscars night. We’ll be there in person, to bear witness to what’s changed and ask what hasn’t.  Stay tuned. h…"
492,The New York Times,Sun Mar 04 23:38:25 +0000 2018,0.198,0.0,0.802,0.6369,"In the past 30 years, only 4 movies were named best picture while topping the box office charts https://t.co/0mf8CbYZbT"
493,The New York Times,Sun Mar 04 23:20:47 +0000 2018,0.0,0.115,0.885,-0.3802,"RT @poniewozik: Background on Seacrest, for whom E! was reportedly also considering a 30-second delay in case someone brought up the issue…"
494,The New York Times,Sun Mar 04 23:18:46 +0000 2018,0.153,0.0,0.847,0.4404,"Allison Janney is expected to receive the supporting actress Oscar for her performance in ""I, Tonya""… https://t.co/ypis1gKd2z"
495,The New York Times,Sun Mar 04 23:15:09 +0000 2018,0.0,0.0,1.0,0.0,"RT @caraNYT: “ I think focus has to shift from Hollywood at this point, because there are millions of people around the world asking for he…"
496,The New York Times,Sun Mar 04 23:10:10 +0000 2018,0.108,0.14,0.753,-0.1531,"The State Department was granted $120 million to fight Russian meddling. It has spent $0.
https://t.co/3BhK4HDDeh"
497,The New York Times,Sun Mar 04 22:59:59 +0000 2018,0.0,0.0,1.0,0.0,Follow @caraNYT for the latest updates from the #Oscars red carpet. https://t.co/sqEtDZ6fKi
498,The New York Times,Sun Mar 04 22:49:04 +0000 2018,0.205,0.0,0.795,0.5574,"Trump's ""president for life"" comments about Chinese leader Xi Jinping found an appreciative audience https://t.co/wHDaTU1ny3"
499,The New York Times,Sun Mar 04 22:43:23 +0000 2018,0.0,0.0,1.0,0.0,Photos: The latest action from the Oscars red carpet https://t.co/bYqHj3c9qD https://t.co/TC9ubfxmdr
